id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
32458837,183031a7-3988-4764-8350-95841fcbf9f9,2019-04-27 4:39:00 ПП GMT+12:00,2019-04-27,2019-04-27 04:39:00 +0000,Auckland,1759534,tatyana20,Tatyana Primak,2019-09-10 10:40:15 +0000,2023-11-29 04:38:02 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/32458837,https://inaturalist-open-data.s3.amazonaws.com/photos/50912662/medium.jpg,,"",Den ,1,0,false,2,"Камчатский край, Россия, 683015",52.932539816,158.7502329424,33,,,,33,,open,false,gps,gps,Siberian Brown Bear,Ursus arctos beringianus,Камчатский бурый медведь,Mammalia,147157
32519076,ee57432e-5c97-4d6f-91d0-02bac9f8bf4f,2019-09-11 3:50:42 ПП GMT+12:00,2019-09-11,2019-09-11 03:50:42 +0000,Auckland,1759534,tatyana20,Tatyana Primak,2019-09-11 10:49:25 +0000,2023-11-29 04:38:02 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/32519076,https://inaturalist-open-data.s3.amazonaws.com/photos/51012598/medium.jpeg,,"",,3,0,false,2,"Камчатский край, Россия, 683012",52.9235883538,158.6914868653,33,,,,33,,open,false,gps,gps,Red Fox,Vulpes vulpes,Обыкновенная лисица,Mammalia,42069
32580952,5ed306a2-725b-431e-ad35-93ca7bb82df5,2019-05-25 4:54:00 ДП GMT+12:00,2019-05-25,2019-05-25 04:54:00 +0000,Auckland,1759534,tatyana20,Tatyana Primak,2019-09-12 12:56:03 +0000,2023-11-29 04:38:02 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/32580952,https://inaturalist-open-data.s3.amazonaws.com/photos/51115114/medium.jpg,,"",,1,0,false,2,"Elizovskiy rayon, RU-KQ, RU",53.1095018763,158.4927211962,17,,,,25940,,obscured,true,gps,gps,Western Steller Sea Lion,Eumetopias jubatus jubatus,,Mammalia,446615
32632986,81d52854-3c96-426b-90ef-cdb6953ac223,2019-09-12 3:25:00 ПП GMT+12:00,2019-09-12,2019-09-12 03:25:00 +0000,Auckland,1759534,tatyana20,Tatyana Primak,2019-09-13 10:26:05 +0000,2023-11-29 04:38:02 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/32632986,https://inaturalist-open-data.s3.amazonaws.com/photos/51199849/medium.jpg,,"",,1,0,false,2,"Камчатский край, Россия, 684035",52.4884561462,158.0946068466,526,,,,526,,open,false,gps,gps,Siberian Brown Bear,Ursus arctos beringianus,Камчатский бурый медведь,Mammalia,147157
32633002,0896bbb3-9619-4b33-b2f1-f812955840f5,2019-09-13 5:27:00 ПП GMT+12:00,2019-09-13,2019-09-13 05:27:00 +0000,Auckland,1759534,tatyana20,Tatyana Primak,2019-09-13 10:27:52 +0000,2024-03-03 13:05:11 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/32633002,https://inaturalist-open-data.s3.amazonaws.com/photos/51199899/medium.jpg,,"",,2,0,false,2,"Камчатский край, Россия, 684035",52.7585092968,158.1849671155,132,,,,132,,open,false,gps,gps,Siberian Brown Bear,Ursus arctos beringianus,Камчатский бурый медведь,Mammalia,147157
32635481,13a5497c-5daa-4862-a7a9-4824e407ee67,2019-05-30 4:20:00 ДП GMT+12:00,2019-05-30,2019-05-30 04:20:00 +0000,Auckland,1759534,tatyana20,Tatyana Primak,2019-09-13 12:21:12 +0000,2023-11-29 04:38:02 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/32635481,https://inaturalist-open-data.s3.amazonaws.com/photos/51203587/medium.jpg,,"",,1,0,false,2,"Камчатский край, Россия, 684104",52.5401963666,157.2264488786,9,,,,9,,open,false,gps,gps,Siberian Brown Bear,Ursus arctos beringianus,Камчатский бурый медведь,Mammalia,147157
32807826,573e9829-4973-47d0-b68d-4fda84cb28bf,2016-10-07 4:34:00 ДП GMT+12:00,2016-10-07,2016-10-07 03:34:00 +0000,Auckland,1759534,tatyana20,Tatyana Primak,2019-09-16 01:33:06 +0000,2023-11-29 04:38:02 +0000,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/32807826,https://inaturalist-open-data.s3.amazonaws.com/photos/51484143/medium.jpg,,"",,0,1,false,2,"Камчатский край, Россия, 684307",55.1160814719,159.9636797234,33,,,,33,,open,false,gps,gps,Красная полёвка,Clethrionomys rutilus,Красная полёвка,Mammalia,1431272
32882470,49af3173-fdc7-4c36-85d9-ee32dec3fb0f,2015/06/28 11:19 AM UTC,2015-06-28,,UTC,1366282,vladimirarkhipov,Vladimir Yu. Arkhipov,2019-09-17 09:51:28 +0000,2025-04-02 13:05:12 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/32882470,https://inaturalist-open-data.s3.amazonaws.com/photos/51608262/medium.jpeg,,"",,1,0,false,,"Усть-Большерецкий р-н, Камчатский край, Россия",51.4820113062,157.0378224414,59,,,,59,,open,false,,,Полёвка-экономка,Alexandromys oeconomus,Полёвка-экономка,Mammalia,887383
32974644,c8aa6dcb-f09d-4b7b-a2f3-53bb66fe8c22,2019-09-15 4:00:00 ДП GMT+12:00,2019-09-15,2019-09-15 04:00:00 +0000,Auckland,1759534,tatyana20,Tatyana Primak,2019-09-18 21:01:07 +0000,2024-03-03 13:04:33 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/32974644,https://inaturalist-open-data.s3.amazonaws.com/photos/51753577/medium.jpg,,"",,1,0,false,2,"Камчатский край, Россия, 684035",52.6599453592,158.2144861668,526,,,,526,,open,false,gps,gps,Siberian Brown Bear,Ursus arctos beringianus,Камчатский бурый медведь,Mammalia,147157
33000824,33de84fe-37db-4ad6-ab3c-eefa69e2db9c,2012/05/26 6:49 PM SST,2012-05-26,2012-05-26 05:49:00 +0000,Samoa,1755659,olga2019kuryakova,Ольга Курякова,2019-09-19 10:59:41 +0000,2019-09-26 00:56:54 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/33000824,https://inaturalist-open-data.s3.amazonaws.com/photos/51798137/medium.jpg,,"",,2,0,false,,"Мильковский р-н, Камчатский край, Россия",54.7082947268,158.6218402347,3,,,,3,,open,false,,,Muskrat,Ondatra zibethicus,Ондатра,Mammalia,45763
33000852,240b6c48-1b72-4c43-8174-875df139195c,2012/07/28 5:55 PM SST,2012-07-28,2012-07-28 04:55:00 +0000,Samoa,1755659,olga2019kuryakova,Ольга Курякова,2019-09-19 11:01:35 +0000,2019-09-26 00:56:53 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/33000852,https://inaturalist-open-data.s3.amazonaws.com/photos/51798196/medium.jpg,,"",,2,0,false,,"Мильковский р-н, Камчатский край, Россия",54.7113063085,158.6282360119,1,,,,1,,open,false,,,Muskrat,Ondatra zibethicus,Ондатра,Mammalia,45763
33000897,1c1743fb-f38a-4795-811e-78615a293dd3,2016/05/17 11:50 AM SST,2016-05-17,2016-05-16 22:50:00 +0000,Samoa,1755659,olga2019kuryakova,Ольга Курякова,2019-09-19 11:03:11 +0000,2019-09-26 00:56:52 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/33000897,https://inaturalist-open-data.s3.amazonaws.com/photos/51798246/medium.jpg,,"",,2,0,false,,"Мильковский р-н, Камчатский край, Россия",54.7079258207,158.6193767068,3,,,,3,,open,false,,,Muskrat,Ondatra zibethicus,Ондатра,Mammalia,45763
33001025,0b300036-8f17-4639-9141-75cf3db615a7,2012/11/03 2:05 PM SST,2012-11-03,2012-11-03 00:05:00 +0000,Samoa,1755659,olga2019kuryakova,Ольга Курякова,2019-09-19 11:09:55 +0000,2021-08-17 05:50:25 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/33001025,https://inaturalist-open-data.s3.amazonaws.com/photos/51798331/medium.jpg,,"",,2,0,false,,"Мильковский р-н, Камчатский край, Россия",54.6853846987,158.6207657169,9,,,,9,,open,false,,,Eurasian Red Squirrel,Sciurus vulgaris,Обыкновенная белка,Mammalia,46001
33062187,165b405c-6814-4d14-a89d-fe022a18bc37,2017/05/27 6:37 PM SST,2017-05-27,2017-05-27 05:37:00 +0000,Samoa,1755659,olga2019kuryakova,Ольга Курякова,2019-09-20 13:31:17 +0000,2019-09-26 00:56:49 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/33062187,https://inaturalist-open-data.s3.amazonaws.com/photos/51898267/medium.jpeg,,"",,2,0,false,,"Мильковский р-н, Камчатский край, Россия",54.7081337338,158.619327625,7,,,,7,,open,false,,,Muskrat,Ondatra zibethicus,Ондатра,Mammalia,45763
33184728,b77e6c5d-2a17-4ce4-a5e3-a7057333392b,2019-07-30 11:41:42 ДП GMT+12:00,2019-07-30,2019-07-29 23:41:42 +0000,Auckland,1759534,tatyana20,Tatyana Primak,2019-09-22 10:55:36 +0000,2023-11-29 04:38:02 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/33184728,https://inaturalist-open-data.s3.amazonaws.com/photos/52098280/medium.jpeg,,"",,1,0,false,2,"Камчатский край, Россия, 684307",55.1343021618,160.0981878117,9,,,,9,,open,false,gps,gps,Siberian Brown Bear,Ursus arctos beringianus,Камчатский бурый медведь,Mammalia,147157
33220884,e339e9aa-687f-49ea-b390-e5d269f0dfdf,2016-09-23 3:43:00 ДП GMT+12:00,2016-09-23,2016-09-23 03:43:00 +0000,Auckland,1759534,tatyana20,Tatyana Primak,2019-09-22 21:44:53 +0000,2023-11-29 04:38:02 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/33220884,https://inaturalist-open-data.s3.amazonaws.com/photos/52158794/medium.jpg,,"",,1,0,false,2,"Камчатский край, Россия, 684305",54.5042815395,160.0212258473,66,,,,66,,open,false,gps,gps,Siberian Brown Bear,Ursus arctos beringianus,Камчатский бурый медведь,Mammalia,147157
33291572,f154e26a-b2ee-4b57-a728-6d7f065266f4,2010-04-27 15:06:32,2010-04-27,2010-04-27 05:06:32 +0000,Sydney,2039940,heritagefutures,Dirk HR Spennemann,2019-09-24 01:33:17 +0000,2024-11-24 11:45:51 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/33291572,https://static.inaturalist.org/photos/52278257/medium.jpg,,"Air, Alaska, Aleutian, Aleutians, Commander, Eareckson Air Station, Force, Fox, Island, Islands, Shemya, States, United, USA, USAF, SHEMYAFOXES, Attu, Russian, fur, trader, introduction, Semichi, Blue, Phase, Arctic, Alopex, lagopus, Shemya Foxes nº 13","Aleutian Fox
Blue Phase of the Arctic Fox (<i>Alopex lagopus</i>)
Eareckson Air Station, Shemya Island, Aleutians, Alaska, USA

Arctic Foxes were introduced by Russian fur traders as early as 1750 to neighbouring Attu and in 1775 to Shemya. Arctic Foxes were (re-)introduced to Shemya (by Aleuts from Attu?) in 1911  using stock from the Commander Islands (Bering Island, Medny Island). Shemya became a 'fur farm' that was occasionally visted for fox trapping. Today the foxes remain as they reduce the presence ofbreeding Alaskan geese, which could cause bird strikes with aircraft taking off from Eareckson AS. The foxes are habituated to the presence of humans. while feeding them is prohibited, their behaviour indicates that this occurs/-ed.
Shemya is one the Semichi Islands, which belong to the Near Island Group of the Aleutians,

© Dirk HR Spennemann 2010, All Rights Reserved",4,0,false,,"Aleutians West County, US-AK, US",52.732333,174.081833,,,,,,,open,false,,"",Arctic Fox,Vulpes lagopus,Песец,Mammalia,233598
33291575,108180d2-865a-425a-849a-82bf9d172b80,2010-04-28 07:22:25,2010-04-28,2010-04-27 21:22:25 +0000,Sydney,2039940,heritagefutures,Dirk HR Spennemann,2019-09-24 01:33:21 +0000,2024-11-24 11:45:55 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/33291575,https://static.inaturalist.org/photos/52278259/medium.jpg,,"Air, Alaska, Aleutian, Aleutians, Commander, Eareckson Air Station, Force, Fox, Island, Islands, Shemya, States, United, USA, USAF, SHEMYAFOXES, Attu, Russian, fur, trader, introduction, Semichi, Blue, Phase, Arctic, Alopex, lagopus, Shemya Foxes nº 32","Aleutian Fox
Blue Phase of the Arctic Fox (<i>Alopex lagopus</i>)
Eareckson Air Station, Shemya Island, Aleutians, Alaska, USA

Arctic Foxes were introduced by Russian fur traders as early as 1750 to neighbouring Attu and in 1775 to Shemya. Arctic Foxes were (re-)introduced to Shemya (by Aleuts from Attu?) in 1911  using stock from the Commander Islands (Bering Island, Medny Island). Shemya became a 'fur farm' that was occasionally visted for fox trapping. Today the foxes remain as they reduce the presence ofbreeding Alaskan geese, which could cause bird strikes with aircraft taking off from Eareckson AS. The foxes are habituated to the presence of humans. while feeding them is prohibited, their behaviour indicates that this occurs/-ed.
Shemya is one the Semichi Islands, which belong to the Near Island Group of the Aleutians,

© Dirk HR Spennemann 2010, All Rights Reserved",6,0,false,,"Aleutians West County, US-AK, US",52.711,174.147,,,,,,,open,false,,"",Arctic Fox,Vulpes lagopus,Песец,Mammalia,233598
33291579,8847d846-43e8-4f9f-800f-c9585ab901f0,2010-04-27 15:05:21,2010-04-27,2010-04-27 05:05:21 +0000,Sydney,2039940,heritagefutures,Dirk HR Spennemann,2019-09-24 01:33:24 +0000,2024-11-24 11:46:00 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/33291579,https://static.inaturalist.org/photos/52278264/medium.jpg,,"Air, Alaska, Aleutian, Aleutians, Commander, Eareckson Air Station, Force, Fox, Island, Islands, Shemya, States, United, USA, USAF, SHEMYAFOXES, Attu, Russian, fur, trader, introduction, Semichi, Blue, Phase, Arctic, Alopex, lagopus, Shemya Foxes nº 8","Aleutian Fox
Blue Phase of the Arctic Fox (<i>Alopex lagopus</i>)
Eareckson Air Station, Shemya Island, Aleutians, Alaska, USA

Arctic Foxes were introduced by Russian fur traders as early as 1750 to neighbouring Attu and in 1775 to Shemya. Arctic Foxes were (re-)introduced to Shemya (by Aleuts from Attu?) in 1911  using stock from the Commander Islands (Bering Island, Medny Island). Shemya became a 'fur farm' that was occasionally visted for fox trapping. Today the foxes remain as they reduce the presence ofbreeding Alaskan geese, which could cause bird strikes with aircraft taking off from Eareckson AS. The foxes are habituated to the presence of humans. while feeding them is prohibited, their behaviour indicates that this occurs/-ed.
Shemya is one the Semichi Islands, which belong to the Near Island Group of the Aleutians,

© Dirk HR Spennemann 2010, All Rights Reserved",4,0,false,,"Aleutians West County, US-AK, US",52.732333,174.081833,,,,,,,open,false,,"",Arctic Fox,Vulpes lagopus,Песец,Mammalia,233598
33291582,fc3bfac7-6c25-44cf-9f27-6a2aef49dd6e,2010-04-27 15:05:48,2010-04-27,2010-04-27 05:05:48 +0000,Sydney,2039940,heritagefutures,Dirk HR Spennemann,2019-09-24 01:33:27 +0000,2024-11-24 11:46:03 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/33291582,https://static.inaturalist.org/photos/52278268/medium.jpg,,"Air, Alaska, Aleutian, Aleutians, Commander, Eareckson Air Station, Force, Fox, Island, Islands, Shemya, States, United, USA, USAF, SHEMYAFOXES, Attu, Russian, fur, trader, introduction, Semichi, Blue, Phase, Arctic, Alopex, lagopus, Shemya Foxes nº 9","Aleutian Fox
Blue Phase of the Arctic Fox (<i>Alopex lagopus</i>)
Eareckson Air Station, Shemya Island, Aleutians, Alaska, USA

Arctic Foxes were introduced by Russian fur traders as early as 1750 to neighbouring Attu and in 1775 to Shemya. Arctic Foxes were (re-)introduced to Shemya (by Aleuts from Attu?) in 1911  using stock from the Commander Islands (Bering Island, Medny Island). Shemya became a 'fur farm' that was occasionally visted for fox trapping. Today the foxes remain as they reduce the presence ofbreeding Alaskan geese, which could cause bird strikes with aircraft taking off from Eareckson AS. The foxes are habituated to the presence of humans. while feeding them is prohibited, their behaviour indicates that this occurs/-ed.
Shemya is one the Semichi Islands, which belong to the Near Island Group of the Aleutians,

© Dirk HR Spennemann 2010, All Rights Reserved",4,0,false,,"Aleutians West County, US-AK, US",52.732333,174.081833,,,,,,,open,false,,"",Arctic Fox,Vulpes lagopus,Песец,Mammalia,233598
33291587,7081a77d-329d-4b55-9f83-ce9480345c52,2010-04-27 15:31:21,2010-04-27,2010-04-27 05:31:21 +0000,Sydney,2039940,heritagefutures,Dirk HR Spennemann,2019-09-24 01:33:30 +0000,2024-11-24 11:46:21 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/33291587,https://static.inaturalist.org/photos/52278272/medium.jpg,,"Air, Alaska, Aleutian, Aleutians, Commander, Eareckson Air Station, Force, Fox, Island, Islands, Shemya, States, United, USA, USAF, SHEMYAFOXES, Attu, Russian, fur, trader, introduction, Semichi, Blue, Phase, Arctic, Alopex, lagopus, Shemya Foxes nº 23","Aleutian Fox
Blue Phase of the Arctic Fox (<i>Alopex lagopus</i>)
Eareckson Air Station, Shemya Island, Aleutians, Alaska, USA

Arctic Foxes were introduced by Russian fur traders as early as 1750 to neighbouring Attu and in 1775 to Shemya. Arctic Foxes were (re-)introduced to Shemya (by Aleuts from Attu?) in 1911  using stock from the Commander Islands (Bering Island, Medny Island). Shemya became a 'fur farm' that was occasionally visted for fox trapping. Today the foxes remain as they reduce the presence ofbreeding Alaskan geese, which could cause bird strikes with aircraft taking off from Eareckson AS. The foxes are habituated to the presence of humans. while feeding them is prohibited, their behaviour indicates that this occurs/-ed.
Shemya is one the Semichi Islands, which belong to the Near Island Group of the Aleutians,

© Dirk HR Spennemann 2010, All Rights Reserved",4,0,false,,"Aleutians West County, US-AK, US",52.735666,174.108833,,,,,,,open,false,,"",Arctic Fox,Vulpes lagopus,Песец,Mammalia,233598
33291591,ebed031b-910e-44c0-ba5d-abcb27228f3b,2010-04-27 15:07:51,2010-04-27,2010-04-27 05:07:51 +0000,Sydney,2039940,heritagefutures,Dirk HR Spennemann,2019-09-24 01:33:33 +0000,2024-11-24 11:46:17 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/33291591,https://static.inaturalist.org/photos/52278276/medium.jpg,,"Air, Alaska, Aleutian, Aleutians, Commander, Eareckson Air Station, Force, Fox, Island, Islands, Shemya, States, United, USA, USAF, SHEMYAFOXES, Attu, Russian, fur, trader, introduction, Semichi, Blue, Phase, Arctic, Alopex, lagopus, Shemya Foxes nº 16","Aleutian Fox
Blue Phase of the Arctic Fox (<i>Alopex lagopus</i>)
Eareckson Air Station, Shemya Island, Aleutians, Alaska, USA

Arctic Foxes were introduced by Russian fur traders as early as 1750 to neighbouring Attu and in 1775 to Shemya. Arctic Foxes were (re-)introduced to Shemya (by Aleuts from Attu?) in 1911  using stock from the Commander Islands (Bering Island, Medny Island). Shemya became a 'fur farm' that was occasionally visted for fox trapping. Today the foxes remain as they reduce the presence ofbreeding Alaskan geese, which could cause bird strikes with aircraft taking off from Eareckson AS. The foxes are habituated to the presence of humans. while feeding them is prohibited, their behaviour indicates that this occurs/-ed.
Shemya is one the Semichi Islands, which belong to the Near Island Group of the Aleutians,

© Dirk HR Spennemann 2010, All Rights Reserved",5,0,false,,"Aleutians West County, US-AK, US",52.732333,174.081833,,,,,,,open,false,,"",Arctic Fox,Vulpes lagopus,Песец,Mammalia,233598
33291594,2c34f164-bb02-4931-8a8d-d02c108542f1,2010-04-27 09:26:12,2010-04-27,2010-04-26 23:26:12 +0000,Sydney,2039940,heritagefutures,Dirk HR Spennemann,2019-09-24 01:33:37 +0000,2025-07-23 22:21:26 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/33291594,https://static.inaturalist.org/photos/52278281/medium.jpg,,"Air, Alaska, Aleutian, Aleutians, Commander, Eareckson Air Station, Force, Fox, Island, Islands, Shemya, States, United, USA, USAF, SHEMYAFOXES, Attu, Russian, fur, trader, introduction, Semichi, Blue, Phase, Arctic, Alopex, lagopus, Shemya Foxes nº 2","Aleutian Fox
Blue Phase of the Arctic Fox (<i>Alopex lagopus</i>)
Eareckson Air Station, Shemya Island, Aleutians, Alaska, USA

Arctic Foxes were introduced by Russian fur traders as early as 1750 to neighbouring Attu and in 1775 to Shemya. Arctic Foxes were (re-)introduced to Shemya (by Aleuts from Attu?) in 1911  using stock from the Commander Islands (Bering Island, Medny Island). Shemya became a 'fur farm' that was occasionally visted for fox trapping. Today the foxes remain as they reduce the presence ofbreeding Alaskan geese, which could cause bird strikes with aircraft taking off from Eareckson AS. The foxes are habituated to the presence of humans. while feeding them is prohibited, their behaviour indicates that this occurs/-ed.
Shemya is one the Semichi Islands, which belong to the Near Island Group of the Aleutians,

© Dirk HR Spennemann 2010, All Rights Reserved",7,0,false,,"Aleutians West County, US-AK, US",52.721666,174.054,,,,,,,open,false,,"",Arctic Fox,Vulpes lagopus,Песец,Mammalia,233598
33341003,ade23d08-888d-45c4-b326-5afe1f2cf560,2019-09-22 3:27:00 ДП GMT+12:00,2019-09-22,2019-09-22 03:27:00 +0000,Auckland,1759534,tatyana20,Tatyana Primak,2019-09-24 22:43:10 +0000,2023-11-29 04:38:02 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/33341003,https://inaturalist-open-data.s3.amazonaws.com/photos/52360181/medium.jpg,,"",,1,0,false,2,"Камчатский край, Россия, 684020",53.2770050293,158.2759543508,33,,,,33,,open,false,gps,gps,Siberian Brown Bear,Ursus arctos beringianus,Камчатский бурый медведь,Mammalia,147157
33344422,6eb052ce-c364-424f-8aef-a4b565f28db1,2019/07/11 2:53 AM SST,2019-07-11,2019-07-10 13:53:00 +0000,Samoa,1868836,annaklimova,Анна Климова,2019-09-24 23:52:41 +0000,2020-02-27 16:49:57 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/33344422,https://inaturalist-open-data.s3.amazonaws.com/photos/52365819/medium.jpeg,,"",,2,0,false,,"Kamchatka, RU",55.2812798406,165.6671483052,61,,,,25591,,obscured,true,,,Northern Fur Seal,Callorhinus ursinus,Северный морской котик,Mammalia,41757
33367549,23906bef-f2fb-4abb-a041-3b166859b3a8,2012/05/22 2:23 PM SST,2012-05-22,2012-05-22 01:23:00 +0000,Samoa,1755659,olga2019kuryakova,Ольга Курякова,2019-09-25 13:15:29 +0000,2023-09-18 17:10:36 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/33367549,https://inaturalist-open-data.s3.amazonaws.com/photos/52403074/medium.jpg,,"",,3,0,false,,"Мильковский р-н, Камчатский край, Россия",54.711021369,158.6260539932,44,,,,44,,open,false,,,Eastern Siberian Moose,Alces alces buturlini,Чукотский лось,Mammalia,852461
33367672,1dad3c9c-2fc4-40cf-be2e-fe3d0fc37006,2007/09/09 5:07 PM SST,2007-09-09,2007-09-10 04:07:00 +0000,Samoa,1755659,olga2019kuryakova,Ольга Курякова,2019-09-25 13:18:38 +0000,2024-03-03 13:04:00 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/33367672,https://inaturalist-open-data.s3.amazonaws.com/photos/52403252/medium.jpeg,,"",,2,0,false,,"Мильковский р-н, Камчатский край, Россия",54.9939308796,158.0741221363,61,,,,61,,open,false,,,Камчатский бурый медведь,Ursus arctos beringianus,Камчатский бурый медведь,Mammalia,147157
33368120,1db6c63e-2581-4a28-b1ab-9e8a2bfbfa0c,2012/01/29 1:40 PM SST,2012-01-29,2012-01-28 23:40:00 +0000,Samoa,1755659,olga2019kuryakova,Ольга Курякова,2019-09-25 13:30:59 +0000,2020-01-20 08:09:56 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/33368120,https://inaturalist-open-data.s3.amazonaws.com/photos/52403766/medium.jpg,,"",,3,0,false,,"Elizovskiy rayon, RU-KQ, RU",53.0736689587,158.4272414328,61,,,,25940,,obscured,true,,,Steller Sea Lion,Eumetopias jubatus,Северный морской лев,Mammalia,41755
33675933,65f791df-759f-4df8-9075-111a5e8b0a39,2019-07-30 10:20:51 ДП GMT+12:00,2019-07-30,2019-07-29 22:20:51 +0000,Auckland,1759534,tatyana20,Tatyana Primak,2019-09-30 23:34:17 +0000,2023-11-29 04:38:02 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/33675933,https://inaturalist-open-data.s3.amazonaws.com/photos/52915812/medium.jpeg,,"",,3,0,false,2,"Камчатский край, Россия, 684307",55.1361420764,160.0955180079,9,,,,9,,open,false,,,Kamchatka Sable,Martes zibellina kamtschadalica,камчатский соболь,Mammalia,1268568
33703895,2bfa65ac-0649-408f-becf-e5e972122851,2016-08-26 4:23:00 ДП GMT+12:00,2016-08-26,2016-08-26 04:23:00 +0000,Auckland,1759534,tatyana20,Tatyana Primak,2019-10-01 15:24:28 +0000,2024-03-03 13:03:40 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/33703895,https://inaturalist-open-data.s3.amazonaws.com/photos/52962889/medium.jpg,,"",,2,0,false,2,"Камчатский край, Россия, 684111",51.5072979927,157.0620918274,132,,,,132,,open,false,gps,gps,Siberian Brown Bear,Ursus arctos beringianus,Камчатский бурый медведь,Mammalia,147157
33769462,54d5795b-297e-49be-a54a-25c7cd07fd33,Sun Aug 04 2019 15:37:40 GMT+1200 (GMT+12),2019-08-04,2019-08-04 03:37:40 +0000,Auckland,2328054,scoutskam,Елена Тягилева,2019-10-02 20:51:17 +0000,2020-10-19 15:43:37 +0000,research,,https://www.inaturalist.org/observations/33769462,https://static.inaturalist.org/photos/53072312/medium.jpg,,"",,1,0,false,3,"Камчатский край, RU",52.9782787339,158.8161288091,266,,,,266,,open,false,,,Kamchatka Shrew,Sorex camtschaticus,Камчатская бурозубка,Mammalia,46476
33777653,0beef9ed-c1d5-443a-b3a9-fca221bc4568,Sun Aug 04 2019 11:25:57 GMT+1200 (GMT+12),2019-08-04,2019-08-03 23:25:57 +0000,Auckland,2328054,scoutskam,Елена Тягилева,2019-10-03 00:26:02 +0000,2021-11-16 20:22:01 +0000,research,,https://www.inaturalist.org/observations/33777653,https://static.inaturalist.org/photos/53086394/medium.jpg,,"",,1,0,false,3,"Камчатский край, RU",52.9776886343,158.8159979523,61,,,,61,,open,false,,,Kamchatka Shrew,Sorex camtschaticus,Камчатская бурозубка,Mammalia,46476
33849062,b2535696-1e04-4028-892e-77031a2f3122,2013/08/11 4:22 AM MSK,2013-08-11,2013-08-11 00:22:00 +0000,Moscow,2203254,dmitry_kulakov,Dmitry Kulakov,2019-10-04 17:17:31 +0000,2023-07-07 15:13:34 +0000,research,CC-BY,https://www.inaturalist.org/observations/33849062,https://inaturalist-open-data.s3.amazonaws.com/photos/53207971/medium.jpeg,,"",,2,0,false,,"Усть-Камчатский р-н, Камчатский край, Россия",56.0159802885,160.4613475786,244,,,,244,,open,false,,,Берингийский суслик,Urocitellus parryii,Берингийский суслик,Mammalia,180001
33849063,6a670bb8-27b8-4dea-af53-8eb127ddf49a,2013/08/12 6:42 AM MSK,2013-08-12,2013-08-12 02:42:00 +0000,Moscow,2203254,dmitry_kulakov,Dmitry Kulakov,2019-10-04 17:17:31 +0000,2023-07-07 15:13:41 +0000,research,CC-BY,https://www.inaturalist.org/observations/33849063,https://inaturalist-open-data.s3.amazonaws.com/photos/53207984/medium.jpeg,,"",,2,0,false,,"Усть-Камчатский р-н, Камчатский край, Россия",55.9237209869,160.5205410526,244,,,,244,,open,false,,,Берингийский суслик,Urocitellus parryii,Берингийский суслик,Mammalia,180001
